INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
13478	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13479	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13480	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13481	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13482	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13483	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13484	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13485	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13486	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13487	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13488	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13489	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13490	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13491	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13492	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13493	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13494	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13495	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13496	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13497	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13498	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13499	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13500	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13501	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13502	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13503	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13504	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13505	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13506	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13507	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13508	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13509	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13510	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13511	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13512	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13513	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13514	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13515	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13516	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13517	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13518	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13519	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13520	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13521	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13522	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13523	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13524	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13525	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13526	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13527	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13528	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13529	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13530	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13531	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13532	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13533	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13534	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13535	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13536	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13537	100	1	96	107	89	98	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#棋魂																						
31850	100	1	92	97	105	106	98	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31851	100	1	92	97	105	106	98	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31852	100	1	92	97	105	106	98	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31853	100	1	92	97	105	106	98	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31854	100	1	92	97	105	106	98	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31855	100	1	92	97	105	106	98	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31856	100	1	92	97	105	106	98	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31857	100	1	92	97	105	106	98	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31858	100	1	92	97	105	106	98	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
31859	100	1	92	97	105	106	98	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#蹴鞠																						
33720	100	1	93	97	98	105	114	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33721	100	1	93	97	98	105	114	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33722	100	1	93	97	98	105	114	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33723	100	1	93	97	98	105	114	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33724	100	1	93	97	98	105	114	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33725	100	1	93	97	98	105	114	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33726	100	1	93	97	98	105	114	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33727	100	1	93	97	98	105	114	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33728	100	1	93	97	98	105	114	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
33729	100	1	93	97	98	105	114	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#世界BOSS																						
55028	100	1	115	116	117	118	119	120	121	122	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
#头目BOSS																						
55030	100	1	71	66	78	79	80	81	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
55031	100	1	72	66	78	79	80	81	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
55032	100	1	73	67	78	79	80	81	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
55033	100	1	73	67	78	79	80	81	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
55034	100	1	74	68	78	79	80	81	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
55035	100	1	74	68	78	79	80	81	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
55036	100	1	75	69	78	79	80	81	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
55037	100	1	75	69	78	79	80	81	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
55038	100	1	76	70	82	83	84	85	86	87	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
55039	100	1	77	70	82	83	84	85	86	88	125	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
