INT	INT	INT	INT
23472	-1	-1	300000
23479	-1	-1	300000
23491	-1	-1	300000
23492	-1	-1	300000
23499	-1	-1	300000
23501	-1	-1	500000
23502	-1	-1	500000
23503	-1	-1	500000
23509	-1	-1	500000
23511	-1	-1	600000
23512	-1	-1	600000
23513	-1	-1	600000
23514	-1	-1	600000
23519	-1	-1	600000
23521	-1	-1	700000
23522	-1	-1	700000
23523	-1	-1	700000
23524	-1	-1	700000
23525	-1	-1	700000
23529	-1	-1	700000
23531	-1	-1	800000
23532	-1	-1	800000
23533	-1	-1	800000
23534	-1	-1	800000
23535	-1	-1	800000
23536	-1	-1	800000
23539	-1	-1	800000
23541	25851	25852	990000
23542	25851	25852	990000
23543	25851	25852	990000
23544	25851	25852	990000
23545	25851	25852	990000
23546	25851	25852	990000
23547	25851	25852	990000
23549	25851	25852	990000
23551	25861	25862	990000
23552	25861	25862	990000
23553	25861	25862	990000
23554	25861	25862	990000
23555	25861	25862	990000
23556	25861	25862	990000
23557	25861	25862	990000
23558	25861	25862	990000
23559	25861	25862	990000
23561	-1	-1	100000
23562	-1	-1	100000
23569	-1	-1	100000
23571	-1	-1	500000
23572	-1	-1	500000
23573	-1	-1	500000
23579	-1	-1	500000
23581	-1	-1	600000
23582	-1	-1	600000
23583	-1	-1	600000
23584	-1	-1	600000
23589	-1	-1	600000
23591	-1	-1	700000
23592	-1	-1	700000
23593	-1	-1	700000
23594	-1	-1	700000
23595	-1	-1	700000
23599	-1	-1	700000
23601	-1	-1	800000
23602	-1	-1	800000
23603	-1	-1	800000
23604	-1	-1	800000
23605	-1	-1	800000
23606	-1	-1	800000
23609	-1	-1	800000
23611	25871	25872	990000
23612	25871	25872	990000
23613	25871	25872	990000
23614	25871	25872	990000
23615	25871	25872	990000
23616	25871	25872	990000
23617	25871	25872	990000
23619	25871	25872	990000
23621	25881	25882	990000
23622	25881	25882	990000
23623	25881	25882	990000
23624	25881	25882	990000
23625	25881	25882	990000
23626	25881	25882	990000
23627	25881	25882	990000
23628	25881	25882	990000
23629	25881	25882	990000
23631	-1	-1	100000
23632	-1	-1	100000
23639	-1	-1	100000
23641	-1	-1	500000
23642	-1	-1	500000
23643	-1	-1	500000
23649	-1	-1	500000
23651	-1	-1	600000
23652	-1	-1	600000
23653	-1	-1	600000
23654	-1	-1	600000
23659	-1	-1	600000
23661	-1	-1	700000
23662	-1	-1	700000
23663	-1	-1	700000
23664	-1	-1	700000
23665	-1	-1	700000
23669	-1	-1	700000
23671	-1	-1	800000
23672	-1	-1	800000
23673	-1	-1	800000
23674	-1	-1	800000
23675	-1	-1	800000
23676	-1	-1	800000
23679	-1	-1	800000
23681	25891	25892	990000
23682	25891	25892	990000
23683	25891	25892	990000
23684	25891	25892	990000
23685	25891	25892	990000
23686	25891	25892	990000
23687	25891	25892	990000
23689	25891	25892	990000
23691	25901	25902	990000
23692	25901	25902	990000
23693	25901	25902	990000
23694	25901	25902	990000
23695	25901	25902	990000
23696	25901	25902	990000
23697	25901	25902	990000
23698	25901	25902	990000
23699	25901	25902	990000
23701	-1	-1	100000
23702	-1	-1	100000
23709	-1	-1	100000
23711	-1	-1	100000
23712	-1	-1	100000
23719	-1	-1	100000
23721	-1	-1	500000
23722	-1	-1	500000
23723	-1	-1	500000
23729	-1	-1	500000
23731	-1	-1	600000
23732	-1	-1	600000
23733	-1	-1	600000
23734	-1	-1	600000
23739	-1	-1	600000
23741	-1	-1	700000
23742	-1	-1	700000
23743	-1	-1	700000
23744	-1	-1	700000
23745	-1	-1	700000
23749	-1	-1	700000
23751	-1	-1	800000
23752	-1	-1	800000
23753	-1	-1	800000
23754	-1	-1	800000
23755	-1	-1	800000
23756	-1	-1	800000
23759	-1	-1	800000
23761	25911	25912	990000
23762	25911	25912	990000
23763	25911	25912	990000
23764	25911	25912	990000
23765	25911	25912	990000
23766	25911	25912	990000
23767	25911	25912	990000
23769	25911	25912	990000
23771	25921	25922	990000
23772	25921	25922	990000
23773	25921	25922	990000
23774	25921	25922	990000
23775	25921	25922	990000
23776	25921	25922	990000
23777	25921	25922	990000
23778	25921	25922	990000
23779	25921	25922	990000
23781	-1	-1	500000
23782	-1	-1	500000
23783	-1	-1	500000
23789	-1	-1	500000
23791	-1	-1	600000
23792	-1	-1	600000
23793	-1	-1	600000
23794	-1	-1	600000
23799	-1	-1	600000
23801	-1	-1	700000
23802	-1	-1	700000
23803	-1	-1	700000
23804	-1	-1	700000
23805	-1	-1	700000
23809	-1	-1	700000
23811	-1	-1	800000
23812	-1	-1	800000
23813	-1	-1	800000
23814	-1	-1	800000
23815	-1	-1	800000
23816	-1	-1	800000
23819	-1	-1	800000
23821	25941	25942	990000
23822	25941	25942	990000
23823	25941	25942	990000
23824	25941	25942	990000
23825	25941	25942	990000
23826	25941	25942	990000
23827	25941	25942	990000
23829	25941	25942	990000
23831	25951	25952	990000
23832	25951	25952	990000
23833	25951	25952	990000
23834	25951	25952	990000
23835	25951	25952	990000
23836	25951	25952	990000
23837	25951	25952	990000
23838	25951	25952	990000
23839	25951	25952	990000
23841	-1	-1	100000
23842	-1	-1	100000
23849	-1	-1	100000
23851	-1	-1	500000
23852	-1	-1	500000
23853	-1	-1	500000
23859	-1	-1	500000
23861	-1	-1	600000
23862	-1	-1	600000
23863	-1	-1	600000
23864	-1	-1	600000
23869	-1	-1	600000
23871	-1	-1	700000
23872	-1	-1	700000
23873	-1	-1	700000
23874	-1	-1	700000
23875	-1	-1	700000
23879	-1	-1	700000
23881	-1	-1	800000
23882	-1	-1	800000
23883	-1	-1	800000
23884	-1	-1	800000
23885	-1	-1	800000
23886	-1	-1	800000
23889	-1	-1	800000
23891	25961	25962	990000
23892	25961	25962	990000
23893	25961	25962	990000
23894	25961	25962	990000
23895	25961	25962	990000
23896	25961	25962	990000
23897	25961	25962	990000
23899	25961	25962	990000
23901	25971	25972	990000
23902	25971	25972	990000
23903	25971	25972	990000
23904	25971	25972	990000
23905	25971	25972	990000
23906	25971	25972	990000
23907	25971	25972	990000
23908	25971	25972	990000
23909	25971	25972	990000
23911	-1	-1	100000
23912	-1	-1	100000
23919	-1	-1	100000
23921	-1	-1	500000
23922	-1	-1	500000
23923	-1	-1	500000
23929	-1	-1	500000
23931	-1	-1	600000
23932	-1	-1	600000
23933	-1	-1	600000
23934	-1	-1	600000
23939	-1	-1	600000
23941	-1	-1	700000
23942	-1	-1	700000
23943	-1	-1	700000
23944	-1	-1	700000
23945	-1	-1	700000
23949	-1	-1	700000
23951	-1	-1	800000
23952	-1	-1	800000
23953	-1	-1	800000
23954	-1	-1	800000
23955	-1	-1	800000
23956	-1	-1	800000
23959	-1	-1	800000
23961	25981	25982	990000
23962	25981	25982	990000
23963	25981	25982	990000
23964	25981	25982	990000
23965	25981	25982	990000
23966	25981	25982	990000
23967	25981	25982	990000
23969	25981	25982	990000
23971	25991	25992	990000
23972	25991	25992	990000
23973	25991	25992	990000
23974	25991	25992	990000
23975	25991	25992	990000
23976	25991	25992	990000
23977	25991	25992	990000
23978	25991	25992	990000
23979	25991	25992	990000
23981	-1	-1	100000
23982	-1	-1	100000
23989	-1	-1	100000
23991	-1	-1	500000
23992	-1	-1	500000
23993	-1	-1	500000
23999	-1	-1	500000
24001	-1	-1	600000
24002	-1	-1	600000
24003	-1	-1	600000
24004	-1	-1	600000
24009	-1	-1	600000
24011	-1	-1	700000
24012	-1	-1	700000
24013	-1	-1	700000
24014	-1	-1	700000
24015	-1	-1	700000
24019	-1	-1	700000
24021	-1	-1	800000
24022	-1	-1	800000
24023	-1	-1	800000
24024	-1	-1	800000
24025	-1	-1	800000
24026	-1	-1	800000
24029	-1	-1	800000
24031	26001	26002	990000
24032	26001	26002	990000
24033	26001	26002	990000
24034	26001	26002	990000
24035	26001	26002	990000
24036	26001	26002	990000
24037	26001	26002	990000
24039	26001	26002	990000
24041	26011	26012	990000
24042	26011	26012	990000
24043	26011	26012	990000
24044	26011	26012	990000
24045	26011	26012	990000
24046	26011	26012	990000
24047	26011	26012	990000
24048	26011	26012	990000
24049	26011	26012	990000
24051	-1	-1	100000
24052	-1	-1	100000
24059	-1	-1	100000
24061	-1	-1	500000
24062	-1	-1	500000
24063	-1	-1	500000
24069	-1	-1	500000
24071	-1	-1	600000
24072	-1	-1	600000
24073	-1	-1	600000
24074	-1	-1	600000
24079	-1	-1	600000
24091	-1	-1	800000
24092	-1	-1	800000
24093	-1	-1	800000
24094	-1	-1	800000
24095	-1	-1	800000
24096	-1	-1	800000
24099	-1	-1	800000
24101	26021	26022	990000
24102	26021	26022	990000
24103	26021	26022	990000
24104	26021	26022	990000
24105	26021	26022	990000
24106	26021	26022	990000
24107	26021	26022	990000
24109	26021	26022	990000
24111	26031	26032	990000
24112	26031	26032	990000
24113	26031	26032	990000
24114	26031	26032	990000
24115	26031	26032	990000
24116	26031	26032	990000
24117	26031	26032	990000
24118	26031	26032	990000
24119	26031	26032	990000
24121	-1	-1	100000
24122	-1	-1	100000
24129	-1	-1	100000
24131	-1	-1	500000
24132	-1	-1	500000
24133	-1	-1	500000
24139	-1	-1	500000
24141	-1	-1	600000
24142	-1	-1	600000
24143	-1	-1	600000
24144	-1	-1	600000
24149	-1	-1	600000
24151	-1	-1	700000
24152	-1	-1	700000
24153	-1	-1	700000
24154	-1	-1	700000
24155	-1	-1	700000
24159	-1	-1	700000
24161	-1	-1	800000
24162	-1	-1	800000
24163	-1	-1	800000
24164	-1	-1	800000
24165	-1	-1	800000
24166	-1	-1	800000
24169	-1	-1	800000
24171	26041	26042	990000
24172	26041	26042	990000
24173	26041	26042	990000
24174	26041	26042	990000
24175	26041	26042	990000
24176	26041	26042	990000
24177	26041	26042	990000
24179	26041	26042	990000
24181	26051	26052	990000
24182	26051	26052	990000
24183	26051	26052	990000
24184	26051	26052	990000
24185	26051	26052	990000
24186	26051	26052	990000
24187	26051	26052	990000
24188	26051	26052	990000
24189	26051	26052	990000
24191	-1	-1	100000
24192	-1	-1	100000
24199	-1	-1	100000
24201	-1	-1	500000
24202	-1	-1	500000
24203	-1	-1	500000
24209	-1	-1	500000
24211	-1	-1	600000
24212	-1	-1	600000
24213	-1	-1	600000
24214	-1	-1	600000
24219	-1	-1	600000
24221	-1	-1	700000
24222	-1	-1	700000
24223	-1	-1	700000
24224	-1	-1	700000
24225	-1	-1	700000
24229	-1	-1	700000
24231	-1	-1	800000
24232	-1	-1	800000
24233	-1	-1	800000
24234	-1	-1	800000
24235	-1	-1	800000
24236	-1	-1	800000
24239	-1	-1	800000
24241	26061	26062	990000
24242	26061	26062	990000
24243	26061	26062	990000
24244	26061	26062	990000
24245	26061	26062	990000
24246	26061	26062	990000
24247	26061	26062	990000
24249	26061	26062	990000
24251	26071	26072	990000
24252	26071	26072	990000
24253	26071	26072	990000
24254	26071	26072	990000
24255	26071	26072	990000
24256	26071	26072	990000
24257	26071	26072	990000
24258	26071	26072	990000
24259	26071	26072	990000
24261	-1	-1	100000
24262	-1	-1	100000
24269	-1	-1	100000
24271	-1	-1	500000
24272	-1	-1	500000
24273	-1	-1	500000
24279	-1	-1	500000
24281	-1	-1	600000
24282	-1	-1	600000
24283	-1	-1	600000
24284	-1	-1	600000
24289	-1	-1	600000
24291	-1	-1	700000
24292	-1	-1	700000
24293	-1	-1	700000
24294	-1	-1	700000
24295	-1	-1	700000
24299	-1	-1	700000
24301	-1	-1	800000
24302	-1	-1	800000
24303	-1	-1	800000
24304	-1	-1	800000
24305	-1	-1	800000
24306	-1	-1	800000
24309	-1	-1	800000
24311	26081	26082	990000
24312	26081	26082	990000
24313	26081	26082	990000
24314	26081	26082	990000
24315	26081	26082	990000
24316	26081	26082	990000
24317	26081	26082	990000
24319	26081	26082	990000
24321	26091	26092	990000
24322	26091	26092	990000
24323	26091	26092	990000
24324	26091	26092	990000
24325	26091	26092	990000
24326	26091	26092	990000
24327	26091	26092	990000
24328	26091	26092	990000
24329	26091	26092	990000
24331	-1	-1	100000
24332	-1	-1	100000
24339	-1	-1	100000
24341	-1	-1	500000
24342	-1	-1	500000
24343	-1	-1	500000
24349	-1	-1	500000
24351	-1	-1	600000
24352	-1	-1	600000
24353	-1	-1	600000
24354	-1	-1	600000
24359	-1	-1	600000
24361	-1	-1	700000
24362	-1	-1	700000
24363	-1	-1	700000
24364	-1	-1	700000
24365	-1	-1	700000
24369	-1	-1	700000
24371	-1	-1	800000
24372	-1	-1	800000
24373	-1	-1	800000
24374	-1	-1	800000
24375	-1	-1	800000
24376	-1	-1	800000
24379	-1	-1	800000
24381	26101	26102	990000
24382	26101	26102	990000
24383	26101	26102	990000
24384	26101	26102	990000
24385	26101	26102	990000
24386	26101	26102	990000
24387	26101	26102	990000
24389	26101	26102	990000
24391	26111	26112	990000
24392	26111	26112	990000
24393	26111	26112	990000
24394	26111	26112	990000
24395	26111	26112	990000
24396	26111	26112	990000
24397	26111	26112	990000
24398	26111	26112	990000
24399	26111	26112	990000
24401	-1	-1	100000
24402	-1	-1	100000
24409	-1	-1	100000
24411	-1	-1	300000
24412	-1	-1	300000
24419	-1	-1	300000
24421	-1	-1	100000
24422	-1	-1	100000
24429	-1	-1	100000
24431	-1	-1	100000
24439	-1	-1	100000
24441	-1	-1	100000
24442	-1	-1	100000
24449	-1	-1	100000
24451	-1	-1	800000
24452	-1	-1	800000
24453	-1	-1	800000
24454	-1	-1	800000
24455	-1	-1	800000
24456	-1	-1	800000
24459	-1	-1	800000
24461	26121	26122	990000
24462	26121	26122	990000
24463	26121	26122	990000
24464	26121	26122	990000
24465	26121	26122	990000
24466	26121	26122	990000
24467	26121	26122	990000
24469	26121	26122	990000
24471	-1	-1	100000
24472	-1	-1	100000
24479	-1	-1	100000
24481	-1	-1	500000
24482	-1	-1	500000
24483	-1	-1	500000
24489	-1	-1	500000
24491	-1	-1	600000
24492	-1	-1	600000
24493	-1	-1	600000
24494	-1	-1	600000
24499	-1	-1	600000
24501	-1	-1	700000
24502	-1	-1	700000
24503	-1	-1	700000
24504	-1	-1	700000
24505	-1	-1	700000
24509	-1	-1	700000
24511	-1	-1	100000
24512	-1	-1	100000
24519	-1	-1	100000
24521	-1	-1	500000
24522	-1	-1	500000
24523	-1	-1	500000
24529	-1	-1	500000
24531	-1	-1	600000
24532	-1	-1	600000
24533	-1	-1	600000
24534	-1	-1	600000
24539	-1	-1	600000
24541	-1	-1	700000
24542	-1	-1	700000
24543	-1	-1	700000
24544	-1	-1	700000
24545	-1	-1	700000
24549	-1	-1	700000
24551	-1	-1	800000
24552	-1	-1	800000
24553	-1	-1	800000
24554	-1	-1	800000
24555	-1	-1	800000
24556	-1	-1	800000
24559	-1	-1	800000
24561	26131	26132	990000
24562	26131	26132	990000
24563	26131	26132	990000
24564	26131	26132	990000
24565	26131	26132	990000
24566	26131	26132	990000
24567	26131	26132	990000
24569	26131	26132	990000
24571	26141	26142	990000
24572	26141	26142	990000
24573	26141	26142	990000
24574	26141	26142	990000
24575	26141	26142	990000
24576	26141	26142	990000
24577	26141	26142	990000
24578	26141	26142	990000
24579	26141	26142	990000
24581	-1	-1	100000
24582	-1	-1	100000
24589	-1	-1	100000
24591	-1	-1	100000
24592	-1	-1	100000
24599	-1	-1	100000
24601	-1	-1	500000
24602	-1	-1	500000
24603	-1	-1	500000
24609	-1	-1	500000
24611	-1	-1	600000
24612	-1	-1	600000
24613	-1	-1	600000
24614	-1	-1	600000
24619	-1	-1	600000
24621	-1	-1	700000
24622	-1	-1	700000
24623	-1	-1	700000
24624	-1	-1	700000
24625	-1	-1	700000
24629	-1	-1	700000
24631	-1	-1	800000
24632	-1	-1	800000
24633	-1	-1	800000
24634	-1	-1	800000
24635	-1	-1	800000
24636	-1	-1	800000
24639	-1	-1	800000
24641	26151	26152	990000
24642	26151	26152	990000
24643	26151	26152	990000
24644	26151	26152	990000
24645	26151	26152	990000
24646	26151	26152	990000
24647	26151	26152	990000
24649	26151	26152	990000
24651	26161	26162	990000
24652	26161	26162	990000
24653	26161	26162	990000
24654	26161	26162	990000
24655	26161	26162	990000
24656	26161	26162	990000
24657	26161	26162	990000
24658	26161	26162	990000
24659	26161	26162	990000
24661	-1	-1	100000
24662	-1	-1	100000
24669	-1	-1	100000
24671	-1	-1	500000
24672	-1	-1	500000
24673	-1	-1	500000
24679	-1	-1	500000
24681	-1	-1	600000
24682	-1	-1	600000
24683	-1	-1	600000
24684	-1	-1	600000
24689	-1	-1	600000
24691	-1	-1	700000
24692	-1	-1	700000
24693	-1	-1	700000
24694	-1	-1	700000
24695	-1	-1	700000
24699	-1	-1	700000
24701	-1	-1	800000
24702	-1	-1	800000
24703	-1	-1	800000
24704	-1	-1	800000
24705	-1	-1	800000
24706	-1	-1	800000
24709	-1	-1	800000
24711	26171	26172	990000
24712	26171	26172	990000
24713	26171	26172	990000
24714	26171	26172	990000
24715	26171	26172	990000
24716	26171	26172	990000
24717	26171	26172	990000
24719	26171	26172	990000
24721	26181	26182	990000
24722	26181	26182	990000
24723	26181	26182	990000
24724	26181	26182	990000
24725	26181	26182	990000
24726	26181	26182	990000
24727	26181	26182	990000
24728	26181	26182	990000
24729	26181	26182	990000
24731	-1	-1	100000
24732	-1	-1	100000
24739	-1	-1	100000
24741	-1	-1	500000
24742	-1	-1	500000
24743	-1	-1	500000
24749	-1	-1	500000
24751	-1	-1	600000
24752	-1	-1	600000
24753	-1	-1	600000
24754	-1	-1	600000
24759	-1	-1	600000
24761	-1	-1	700000
24762	-1	-1	700000
24763	-1	-1	700000
24764	-1	-1	700000
24765	-1	-1	700000
24769	-1	-1	700000
24771	-1	-1	800000
24772	-1	-1	800000
24773	-1	-1	800000
24774	-1	-1	800000
24775	-1	-1	800000
24776	-1	-1	800000
24779	-1	-1	800000
24781	26191	26192	990000
24782	26191	26192	990000
24783	26191	26192	990000
24784	26191	26192	990000
24785	26191	26192	990000
24786	26191	26192	990000
24787	26191	26192	990000
24789	26191	26192	990000
24791	26201	26202	990000
24792	26201	26202	990000
24793	26201	26202	990000
24794	26201	26202	990000
24795	26201	26202	990000
24796	26201	26202	990000
24797	26201	26202	990000
24798	26201	26202	990000
24799	26201	26202	990000
24801	-1	-1	300000
24802	-1	-1	300000
24809	-1	-1	300000
24811	-1	-1	100000
24812	-1	-1	100000
24819	-1	-1	100000
24821	-1	-1	500000
24822	-1	-1	500000
24823	-1	-1	500000
24829	-1	-1	500000
24831	-1	-1	600000
24832	-1	-1	600000
24833	-1	-1	600000
24834	-1	-1	600000
24839	-1	-1	600000
24841	-1	-1	700000
24842	-1	-1	700000
24843	-1	-1	700000
24844	-1	-1	700000
24845	-1	-1	700000
24849	-1	-1	700000
24851	-1	-1	800000
24852	-1	-1	800000
24853	-1	-1	800000
24854	-1	-1	800000
24855	-1	-1	800000
24856	-1	-1	800000
24859	-1	-1	800000
24861	26211	26212	990000
24862	26211	26212	990000
24863	26211	26212	990000
24864	26211	26212	990000
24865	26211	26212	990000
24866	26211	26212	990000
24867	26211	26212	990000
24869	26211	26212	990000
24871	26221	26222	990000
24872	26221	26222	990000
24873	26221	26222	990000
24874	26221	26222	990000
24875	26221	26222	990000
24876	26221	26222	990000
24877	26221	26222	990000
24878	26221	26222	990000
24879	26221	26222	990000
24881	-1	-1	100000
24882	-1	-1	100000
24889	-1	-1	100000
24891	-1	-1	500000
24892	-1	-1	500000
24893	-1	-1	500000
24899	-1	-1	500000
24901	-1	-1	600000
24902	-1	-1	600000
24903	-1	-1	600000
24904	-1	-1	600000
24909	-1	-1	600000
24911	-1	-1	700000
24912	-1	-1	700000
24913	-1	-1	700000
24914	-1	-1	700000
24915	-1	-1	700000
24919	-1	-1	700000
24921	-1	-1	800000
24922	-1	-1	800000
24923	-1	-1	800000
24924	-1	-1	800000
24925	-1	-1	800000
24926	-1	-1	800000
24929	-1	-1	800000
24931	26231	26232	990000
24932	26231	26232	990000
24933	26231	26232	990000
24934	26231	26232	990000
24935	26231	26232	990000
24936	26231	26232	990000
24937	26231	26232	990000
24939	26231	26232	990000
24941	26241	26242	990000
24942	26241	26242	990000
24943	26241	26242	990000
24944	26241	26242	990000
24945	26241	26242	990000
24946	26241	26242	990000
24947	26241	26242	990000
24948	26241	26242	990000
24949	26241	26242	990000
27001	-1	-1	100000
27002	-1	-1	100000
27009	-1	-1	100000
27011	-1	-1	500000
27012	-1	-1	500000
27013	-1	-1	500000
27019	-1	-1	500000
27021	-1	-1	600000
27022	-1	-1	600000
27023	-1	-1	600000
27024	-1	-1	600000
27029	-1	-1	600000
27031	-1	-1	700000
27032	-1	-1	700000
27033	-1	-1	700000
27034	-1	-1	700000
27035	-1	-1	700000
27039	-1	-1	700000
27041	-1	-1	800000
27042	-1	-1	800000
27043	-1	-1	800000
27044	-1	-1	800000
27045	-1	-1	800000
27046	-1	-1	800000
27049	-1	-1	800000
27051	26251	26252	990000
27052	26251	26252	990000
27053	26251	26252	990000
27054	26251	26252	990000
27055	26251	26252	990000
27056	26251	26252	990000
27057	26251	26252	990000
27059	26251	26252	990000
27061	26261	26262	990000
27062	26261	26262	990000
27063	26261	26262	990000
27064	26261	26262	990000
27065	26261	26262	990000
27066	26261	26262	990000
27067	26261	26262	990000
27068	26261	26262	990000
27069	26261	26262	990000
27071	-1	-1	100000
27072	-1	-1	100000
27079	-1	-1	100000
27081	-1	-1	500000
27082	-1	-1	500000
27083	-1	-1	500000
27089	-1	-1	500000
27091	-1	-1	600000
27092	-1	-1	600000
27093	-1	-1	600000
27094	-1	-1	600000
27099	-1	-1	600000
27101	-1	-1	700000
27102	-1	-1	700000
27103	-1	-1	700000
27104	-1	-1	700000
27105	-1	-1	700000
27109	-1	-1	700000
27111	-1	-1	800000
27112	-1	-1	800000
27113	-1	-1	800000
27114	-1	-1	800000
27115	-1	-1	800000
27116	-1	-1	800000
27119	-1	-1	800000
27121	26271	26272	990000
27122	26271	26272	990000
27123	26271	26272	990000
27124	26271	26272	990000
27125	26271	26272	990000
27126	26271	26272	990000
27127	26271	26272	990000
27129	26271	26272	990000
27131	26281	26282	990000
27132	26281	26282	990000
27133	26281	26282	990000
27134	26281	26282	990000
27135	26281	26282	990000
27136	26281	26282	990000
27137	26281	26282	990000
27138	26281	26282	990000
27139	26281	26282	990000
27141	-1	-1	100000
27142	-1	-1	100000
27149	-1	-1	100000
27151	-1	-1	500000
27152	-1	-1	500000
27153	-1	-1	500000
27159	-1	-1	500000
27161	-1	-1	600000
27162	-1	-1	600000
27163	-1	-1	600000
27164	-1	-1	600000
27169	-1	-1	600000
27171	-1	-1	700000
27172	-1	-1	700000
27173	-1	-1	700000
27174	-1	-1	700000
27175	-1	-1	700000
27179	-1	-1	700000
27181	-1	-1	800000
27182	-1	-1	800000
27183	-1	-1	800000
27184	-1	-1	800000
27185	-1	-1	800000
27186	-1	-1	800000
27189	-1	-1	800000
27191	26291	26292	990000
27192	26291	26292	990000
27193	26291	26292	990000
27194	26291	26292	990000
27195	26291	26292	990000
27196	26291	26292	990000
27197	26291	26292	990000
27199	26291	26292	990000
27201	26301	26302	990000
27202	26301	26302	990000
27203	26301	26302	990000
27204	26301	26302	990000
27205	26301	26302	990000
27206	26301	26302	990000
27207	26301	26302	990000
27208	26301	26302	990000
27209	26301	26302	990000
27211	-1	-1	300000
27212	-1	-1	300000
27219	-1	-1	300000
27221	-1	-1	100000
27222	-1	-1	100000
27229	-1	-1	100000
27231	-1	-1	500000
27232	-1	-1	500000
27233	-1	-1	500000
27239	-1	-1	500000
27241	-1	-1	600000
27242	-1	-1	600000
27243	-1	-1	600000
27244	-1	-1	600000
27249	-1	-1	600000
27251	-1	-1	700000
27252	-1	-1	700000
27253	-1	-1	700000
27254	-1	-1	700000
27255	-1	-1	700000
27259	-1	-1	700000
27261	-1	-1	800000
27262	-1	-1	800000
27263	-1	-1	800000
27264	-1	-1	800000
27265	-1	-1	800000
27266	-1	-1	800000
27269	-1	-1	800000
27271	26311	26312	990000
27272	26311	26312	990000
27273	26311	26312	990000
27274	26311	26312	990000
27275	26311	26312	990000
27276	26311	26312	990000
27277	26311	26312	990000
27279	26311	26312	990000
27281	26321	26322	990000
27282	26321	26322	990000
27283	26321	26322	990000
27284	26321	26322	990000
27285	26321	26322	990000
27286	26321	26322	990000
27287	26321	26322	990000
27288	26321	26322	990000
27289	26321	26322	990000
27291	-1	-1	100000
27292	-1	-1	100000
27299	-1	-1	100000
27301	-1	-1	500000
27302	-1	-1	500000
27303	-1	-1	500000
27309	-1	-1	500000
27311	-1	-1	600000
27312	-1	-1	600000
27313	-1	-1	600000
27314	-1	-1	600000
27319	-1	-1	600000
27321	-1	-1	700000
27322	-1	-1	700000
27323	-1	-1	700000
27324	-1	-1	700000
27325	-1	-1	700000
27329	-1	-1	700000
27331	-1	-1	800000
27332	-1	-1	800000
27333	-1	-1	800000
27334	-1	-1	800000
27335	-1	-1	800000
27336	-1	-1	800000
27339	-1	-1	800000
27341	26331	26332	990000
27342	26331	26332	990000
27343	26331	26332	990000
27344	26331	26332	990000
27345	26331	26332	990000
27346	26331	26332	990000
27347	26331	26332	990000
27349	26331	26332	990000
27351	-1	-1	100000
27352	-1	-1	100000
27359	-1	-1	100000
27361	-1	-1	500000
27362	-1	-1	500000
27363	-1	-1	500000
27369	-1	-1	500000
27371	-1	-1	600000
27372	-1	-1	600000
27373	-1	-1	600000
27374	-1	-1	600000
27379	-1	-1	600000
27381	-1	-1	700000
27382	-1	-1	700000
27383	-1	-1	700000
27384	-1	-1	700000
27385	-1	-1	700000
27389	-1	-1	700000
27391	-1	-1	800000
27392	-1	-1	800000
27393	-1	-1	800000
27394	-1	-1	800000
27395	-1	-1	800000
27396	-1	-1	800000
27399	-1	-1	800000
27401	26331	26332	990000
27402	26331	26332	990000
27403	26331	26332	990000
27404	26331	26332	990000
27405	26331	26332	990000
27406	26331	26332	990000
27407	26331	26332	990000
27409	26331	26332	990000
27411	25921	25922	990000
27412	25921	25922	990000
27413	25921	25922	990000
27414	25921	25922	990000
27415	25921	25922	990000
27416	25921	25922	990000
27417	25921	25922	990000
27418	25921	25922	990000
27419	25921	25922	990000
27421	-1	-1	100000
27422	-1	-1	100000
27429	-1	-1	100000
27431	-1	-1	500000
27432	-1	-1	500000
27433	-1	-1	500000
27439	-1	-1	500000
27441	-1	-1	600000
27442	-1	-1	600000
27443	-1	-1	600000
27444	-1	-1	600000
27449	-1	-1	600000
27451	-1	-1	700000
27452	-1	-1	700000
27453	-1	-1	700000
27454	-1	-1	700000
27455	-1	-1	700000
27459	-1	-1	700000
27461	-1	-1	800000
27462	-1	-1	800000
27463	-1	-1	800000
27464	-1	-1	800000
27465	-1	-1	800000
27466	-1	-1	800000
27469	-1	-1	800000
27471	26291	26292	990000
27472	26291	26292	990000
27473	26291	26292	990000
27474	26291	26292	990000
27475	26291	26292	990000
27476	26291	26292	990000
27477	26291	26292	990000
27479	26291	26292	990000
27481	26301	26302	990000
27482	26301	26302	990000
27483	26301	26302	990000
27484	26301	26302	990000
27485	26301	26302	990000
27486	26301	26302	990000
27487	26301	26302	990000
27488	26301	26302	990000
27489	26301	26302	990000
27491	-1	-1	100000
27492	-1	-1	100000
27499	-1	-1	100000
27501	-1	-1	500000
27502	-1	-1	500000
27503	-1	-1	500000
27509	-1	-1	500000
27511	-1	-1	600000
27512	-1	-1	600000
27513	-1	-1	600000
27514	-1	-1	600000
27519	-1	-1	600000
27521	-1	-1	700000
27522	-1	-1	700000
27523	-1	-1	700000
27524	-1	-1	700000
27525	-1	-1	700000
27529	-1	-1	700000
27531	-1	-1	800000
27532	-1	-1	800000
27533	-1	-1	800000
27534	-1	-1	800000
27535	-1	-1	800000
27536	-1	-1	800000
27539	-1	-1	800000
27541	26341	26342	990000
27542	26341	26342	990000
27543	26341	26342	990000
27544	26341	26342	990000
27545	26341	26342	990000
