INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
25401	ª√ªØ‘∂π≈∆ÂªÍ	2540	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	859	981	1595	981	1350	1459	1604	1677	1896	2388	500	100	150	200	50	1	7770
25402	ª√ªØÀŒΩ™	2540	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	890	1017	1653	1017	1398	1459	1604	1677	1896	2388	500	100	150	200	50	1	7770
25411	ª√ªØπ˛¥Û∞‘	2541	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	981	1718	859	736	981	1459	1604	1677	1896	2388	100	200	500	150	50	1	7840
25412	ª√ªØ¬≥÷æ…˙	2541	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1017	1780	890	763	1017	1459	1604	1677	1896	2388	100	200	500	150	50	1	7840
25421	ª√ªØ«ÿÕı	2542	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1595	1350	859	1104	859	1459	1604	1677	1896	2388	200	150	50	100	500	1	7910
25422	ª√ªØπÿ ¢	2542	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1653	1398	890	1144	890	1459	1604	1677	1896	2388	200	150	50	100	500	1	7910
25431	ª√ªØ‘∂π≈∆ÂªÍ	2543	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	859	981	1595	981	1350	1459	1604	1677	1896	2388	500	200	150	100	50	1	7980
25432	ª√ªØÀŒΩ™	2543	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	890	1017	1653	1017	1398	1459	1604	1677	1896	2388	500	200	150	100	50	1	7980
25441	ª√ªØπ˛¥Û∞‘	2544	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1104	1595	981	981	1104	1459	1604	1677	1896	2388	200	500	150	100	50	1	8050
25442	ª√ªØ¬≥÷æ…˙	2544	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1144	1653	1017	1017	1144	1459	1604	1677	1896	2388	200	500	150	100	50	1	8050
25451	ª√ªØ«ÿÕı	2545	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1595	1350	859	1104	859	1459	1604	1677	1896	2388	100	500	50	150	200	1	8120
25452	ª√ªØπÿ ¢	2545	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1653	1398	890	1144	890	1459	1604	1677	1896	2388	100	500	50	150	200	1	8120
25461	ª√ªØπ˛¥Û∞‘	2546	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1104	1595	981	981	1104	1459	1604	1677	1896	2388	500	200	150	100	50	1	8190
25462	ª√ªØ¬≥÷æ…˙	2546	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1144	1653	1017	1017	1144	1459	1604	1677	1896	2388	500	200	150	100	50	1	8190
25471	ª√ªØπ˛¥Û∞‘	2547	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1104	1595	981	981	1104	1459	1604	1677	1896	2388	100	500	50	150	200	1	8260
25472	ª√ªØ¬≥÷æ…˙	2547	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1144	1653	1017	1017	1144	1459	1604	1677	1896	2388	100	500	50	150	200	1	8260
25481	ª√ªØ‘∂π≈∆ÂªÍ	2548	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	859	981	1669	981	1350	1459	1604	1677	1896	2388	500	200	150	100	50	1	8330
25482	ª√ªØÀŒΩ™	2548	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	890	1017	1729	1017	1398	1459	1604	1677	1896	2388	500	200	150	100	50	1	8330
25491	ª√ªØ«ÿÕı	2549	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1595	1350	859	1104	859	1459	1604	1677	1896	2388	50	200	100	150	500	1	8400
25492	ª√ªØπÿ ¢	2549	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1653	1398	890	1144	890	1459	1604	1677	1896	2388	50	200	100	150	500	1	8400
25501	ª√ªØ‘∂π≈∆ÂªÍ	2550	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	859	981	1595	981	1350	1459	1604	1677	1896	2388	500	150	50	200	100	1	8470
25502	ª√ªØÀŒΩ™	2550	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	890	1017	1653	1017	1398	1459	1604	1677	1896	2388	500	150	50	200	100	1	8470
25511	ª√ªØ‘∂π≈∆ÂªÍ	2551	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	613	945	1706	981	1227	1459	1604	1677	1896	2388	500	150	50	200	100	1	8540
25512	ª√ªØÀŒΩ™	2551	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	635	979	1767	1017	1271	1459	1604	1677	1896	2388	500	150	50	200	100	1	8540
25521	ª√ªØ«ÿÕı	2552	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1595	1350	859	1104	859	1459	1604	1677	1896	2388	100	100	200	100	500	1	8620
25522	ª√ªØπÿ ¢	2552	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1653	1398	890	1144	890	1459	1604	1677	1896	2388	100	100	200	100	500	1	8620
25531	ª√ªØ«ÿÕı	2553	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1595	1350	859	1104	859	1459	1604	1677	1896	2388	500	100	200	100	100	1	8800
25532	ª√ªØπÿ ¢	2553	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1653	1398	890	1144	890	1459	1604	1677	1896	2388	500	100	200	100	100	1	8800
25541	ª√ªØ«ÿÕı	2554	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1718	1227	613	1104	859	1459	1604	1677	1896	2388	100	100	200	100	500	1	8870
25542	ª√ªØπÿ ¢	2554	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1780	1271	635	1144	890	1459	1604	1677	1896	2388	100	100	200	100	500	1	8870
25551	ª√ªØ‘∂π≈∆ÂªÍ	2555	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	859	981	1595	981	1350	1459	1604	1677	1896	2388	500	100	200	100	100	1	8940
25552	ª√ªØÀŒΩ™	2555	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	890	1017	1653	1017	1398	1459	1604	1677	1896	2388	500	100	200	100	100	1	8940
25561	ª√ªØ«ÿÕı	2556	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1718	1227	613	1104	859	1459	1604	1677	1896	2388	100	100	200	100	500	1	22060
25562	ª√ªØπÿ ¢	2556	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1780	1271	635	1144	890	1459	1604	1677	1896	2388	100	100	200	100	500	1	22060
25571	ª√ªØ‘∂π≈∆ÂªÍ	2557	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	613	920	1730	981	1227	1459	1604	1677	1896	2388	500	100	200	100	100	1	22130
25572	ª√ªØÀŒΩ™	2557	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	635	953	1793	1017	1271	1459	1604	1677	1896	2388	500	100	200	100	100	1	22130
25581	ª√ªØ‘∂π≈∆ÂªÍ	2558	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	859	981	1669	981	1350	1459	1604	1677	1896	2388	500	100	200	100	100	1	22270
25582	ª√ªØÀŒΩ™	2558	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	890	1017	1729	1017	1398	1459	1604	1677	1896	2388	500	100	200	100	100	1	22270
25591	ª√ªØ«ÿÕı	2559	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1669	1350	859	1104	859	1459	1604	1677	1896	2388	100	100	200	100	500	1	22340
25592	ª√ªØπÿ ¢	2559	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1729	1398	890	1144	890	1459	1604	1677	1896	2388	100	100	200	100	500	1	22340
25601	ª√ªØπ˛¥Û∞‘	2560	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1227	1227	1227	1227	1227	1459	1604	1677	1896	2388	100	100	500	100	200	1	22410
25602	ª√ªØ¬≥÷æ…˙	2560	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1271	1271	1271	1271	1271	1459	1604	1677	1896	2388	100	100	500	100	200	1	22410
25611	ª√ªØ‘∂π≈∆ÂªÍ	2561	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	859	981	1669	981	1350	1459	1604	1677	1896	2388	500	200	150	100	50	1	22480
25612	ª√ªØÀŒΩ™	2561	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	890	1017	1729	1017	1398	1459	1604	1677	1896	2388	500	200	150	100	50	1	22480
25621	ª√ªØ«ÿÕı	2562	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1669	1350	859	1104	859	1459	1604	1677	1896	2388	100	100	200	100	500	1	22550
25622	ª√ªØπÿ ¢	2562	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1729	1398	890	1144	890	1459	1604	1677	1896	2388	100	100	200	100	500	1	22550
25631	ª√ªØπ˛¥Û∞‘	2563	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	981	1718	859	736	981	1459	1604	1677	1896	2388	100	150	500	150	100	1	22570
25632	ª√ªØ¬≥÷æ…˙	2563	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1017	1780	890	763	1017	1459	1604	1677	1896	2388	100	150	500	150	100	1	22570
25641	ª√ªØ‘∂π≈∆ÂªÍ	2564	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	613	920	1730	981	1227	1459	1604	1677	1896	2388	500	100	200	100	100	1	22640
25642	ª√ªØÀŒΩ™	2564	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	635	953	1793	1017	1271	1459	1604	1677	1896	2388	500	100	200	100	100	1	22640
25651	ª√ªØ‘∂π≈∆ÂªÍ	2565	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	859	981	1669	981	1350	1459	1604	1677	1896	2388	500	100	200	100	100	1	22710
25652	ª√ªØÀŒΩ™	2565	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	890	1017	1729	1017	1398	1459	1604	1677	1896	2388	500	100	200	100	100	1	22710
25661	ª√ªØÀÔ√¿√¿	2566	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1643	1226	595	1071	833	1357	1492	1560	1764	2035	100	100	200	100	500	1	22770
25662	ª√ªØ¡÷≥‰	2566	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1711	1277	619	1115	867	1357	1492	1560	1764	2035	100	100	200	100	500	1	22770
25671	ª√ªØ«ÿÕı	2567	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1693	1264	613	1104	859	1459	1604	1677	1896	2388	100	100	200	100	500	1	22780
25672	ª√ªØπÿ ¢	2567	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1754	1309	635	1144	890	1459	1604	1677	1896	2388	100	100	200	100	500	1	22780
25681	ª√ªØ±˘—˝	2568	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	595	917	1655	952	1190	1357	1492	1560	1764	2035	500	100	200	100	100	1	22840
25682	ª√ªØπ´ÀÔ •	2568	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	619	954	1723	991	1239	1357	1492	1560	1764	2035	500	100	200	100	100	1	22840
25691	ª√ªØ‘∂π≈∆ÂªÍ	2569	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	613	945	1706	981	1227	1459	1604	1677	1896	2388	500	100	200	100	100	1	22850
25692	ª√ªØÀŒΩ™	2569	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	635	979	1767	1017	1271	1459	1604	1677	1896	2388	500	100	200	100	100	1	22850
25701	ª√ªØÀÔ√¿√¿	2570	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1643	1226	595	1071	833	1357	1492	1560	1764	2035	100	100	200	100	500	1	22910
25702	ª√ªØ¡÷≥‰	2570	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1711	1277	619	1115	867	1357	1492	1560	1764	2035	100	100	200	100	500	1	22910
25711	ª√ªØ«ÿÕı	2571	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1693	1264	613	1104	859	1459	1604	1677	1896	2388	100	100	200	100	500	1	22920
25712	ª√ªØπÿ ¢	2571	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1754	1309	635	1144	890	1459	1604	1677	1896	2388	100	100	200	100	500	1	22920
25721	ª√ªØ±˘—˝	2572	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	833	952	1548	952	1310	1357	1492	1560	1764	2035	500	300	100	50	50	1	23090
25722	ª√ªØπ´ÀÔ •	2572	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	867	991	1611	991	1363	1357	1492	1560	1764	2035	500	300	100	50	50	1	23090
25731	ª√ªØ‘∂π≈∆ÂªÍ	2573	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	859	981	1595	981	1350	1459	1604	1677	1896	2388	500	300	100	50	50	1	23100
25732	ª√ªØÀŒΩ™	2573	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	890	1017	1653	1017	1398	1459	1604	1677	1896	2388	500	300	100	50	50	1	23100
25741	ª√ªØ±˘—˝	2574	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	833	952	1548	952	1310	1357	1492	1560	1764	2035	500	300	100	50	50	1	23160
25742	ª√ªØπ´ÀÔ •	2574	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	867	991	1611	991	1363	1357	1492	1560	1764	2035	500	300	100	50	50	1	23160
25751	ª√ªØ‘∂π≈∆ÂªÍ	2575	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	859	981	1595	981	1350	1459	1604	1677	1896	2388	500	300	100	50	50	1	23170
25752	ª√ªØÀŒΩ™	2575	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	890	1017	1653	1017	1398	1459	1604	1677	1896	2388	500	300	100	50	50	1	23170
25771	ª√ªØÀÆ∑ÀÕ∑¡Ï	2577	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1190	1190	1190	1190	1190	1357	1492	1560	1764	2035	100	100	500	100	200	1	23230
25772	ª√ªØ¬¨æ˝“›	2577	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1239	1239	1239	1239	1239	1357	1492	1560	1764	2035	100	100	500	100	200	1	23230
25781	ª√ªØπ˛¥Û∞‘	2578	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1227	1227	1227	1227	1227	1459	1604	1677	1896	2388	100	100	500	100	200	1	23240
25782	ª√ªØ¬≥÷æ…˙	2578	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1271	1271	1271	1271	1271	1459	1604	1677	1896	2388	100	100	500	100	200	1	23240
25791	ª√ªØÀÔ√¿√¿	2579	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1548	1310	833	1071	833	1357	1492	1560	1764	2035	100	100	200	100	500	1	23300
25792	ª√ªØ¡÷≥‰	2579	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1611	1363	867	1115	867	1357	1492	1560	1764	2035	100	100	200	100	500	1	23300
25801	ª√ªØ«ÿÕı	2580	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1669	1350	859	1104	859	1459	1604	1677	1896	2388	100	100	200	100	500	1	23310
25802	ª√ªØπÿ ¢	2580	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1729	1398	890	1144	890	1459	1604	1677	1896	2388	100	100	200	100	500	1	23310
25811	ª√ªØÀÔ√¿√¿	2581	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1548	1310	833	1071	833	1357	1492	1560	1764	2035	100	100	200	100	500	1	23380
25812	ª√ªØ¡÷≥‰	2581	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1611	1363	867	1115	867	1357	1492	1560	1764	2035	100	100	200	100	500	1	23380
25821	ª√ªØ«ÿÕı	2582	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1595	1350	859	1104	859	1459	1604	1677	1896	2388	100	100	200	100	500	1	23390
25822	ª√ªØπÿ ¢	2582	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1653	1398	890	1144	890	1459	1604	1677	1896	2388	100	100	200	100	500	1	23390
25831	ª√ªØÀÔ√¿√¿	2583	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1643	1226	595	1071	833	1357	1492	1560	1764	2035	50	150	200	100	500	1	23450
25832	ª√ªØ¡÷≥‰	2583	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1711	1277	619	1115	867	1357	1492	1560	1764	2035	50	150	200	100	500	1	23450
25841	ª√ªØ«ÿÕı	2584	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1693	1264	613	1104	859	1459	1604	1677	1896	2388	50	150	200	100	500	1	23460
25842	ª√ªØπÿ ¢	2584	95	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1754	1309	635	1144	890	1459	1604	1677	1896	2388	50	150	200	100	500	1	23460
25851	ª√ªØ±˘—˝	2585	85	9	1	0	1000	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	833	952	1548	952	1310	1357	1492	1560	1764	2035	250	500	50	150	50	1	23540
